Turned OFF
         213968 function calls (208766 primitive calls) in 4.224 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       16    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        5    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 unix_events.py:1431(__init__)
        3    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
       72    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1249(_string_from_ip_int)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 state.py:220(HandshakeState)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 patterns.py:35(apply_pattern_modifiers)
        2    0.000    0.000    0.000    0.000 :61(__getattr__)
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 rsa.py:77(RSAPublicKey)
        9    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 text_format.py:358(_Printer)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
        8    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       87    0.000    0.000    0.000    0.000 __init__.py:108()
        1    0.000    0.000    0.000    0.000 _oid.py:159(HashAlgorithmOID)
        1    0.000    0.000    0.000    0.000 ssh.py:1226(SSHCertificateBuilder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 platform.py:735(_Processor)
        1    0.000    0.000    0.000    0.000 model.py:152(ZWaveProxyRequest)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 algorithms.py:48(Blowfish)
        1    0.000    0.000    0.000    0.000 transports.py:270(__init__)
        8    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       28    0.000    0.000    0.000    0.000 object_id.py:60(_get_name_for_object_id)
        1    0.000    0.000    0.000    0.000 ed25519.py:15(Ed25519PublicKey)
        1    0.000    0.000    0.000    0.000 __about__.py:1()
       28    0.000    0.000    0.000    0.000 enum.py:1257(value)
        2    0.000    0.000    0.000    0.000 :1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
       10    0.000    0.000    0.000    0.000 enum.py:1232(__hash__)
        3    0.000    0.000    0.000    0.000 argparse.py:929(__init__)
       88    0.000    0.000    0.000    0.000 typing.py:2287(cast)
        1    0.000    0.000    0.000    0.000 types.py:34(ZeroconfServiceTypes)
        2    0.000    0.000    0.000    0.000 argparse.py:2342(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 x25519.py:61(X25519PrivateKey)
        6    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        2    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 base_events.py:587(_check_running)
        1    0.000    0.000    0.000    0.000 tempfile.py:857(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 model.py:1636(ESPHomeBluetoothGATTServices)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 _base.py:328(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 ssh.py:892(SSHCertificate)
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 model.py:163(InfraredRFReceiveEvent)
       18    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 model.py:1715(VoiceAssistantAudioData)
        1    0.000    0.000    0.000    0.000 model.py:1496(BluetoothGATTRead)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 noise_protocol.py:99(UnpackedName)
        1    0.000    0.000    0.000    0.000 x448.py:62(X448PrivateKey)
       38    0.000    0.000    0.000    0.000 dataclasses.py:179(__repr__)
       14    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 model.py:1504(BluetoothGATTDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _base.py:393(done)
        1    0.000    0.000    0.000    0.000 json_format.py:508(_Parser)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_MutuallyExclusiveGroup)
        8    0.000    0.000    0.000    0.000 events.py:123(__lt__)
       10    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 :933(clear)
        1    0.000    0.000    0.000    0.000 rsa.py:18(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 type_checkers.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:408(add_done_callback)
        1    0.000    0.000    0.000    0.000 _logger.py:42(QuietLogger)
        1    0.000    0.000    0.000    0.000 x448.py:15(X448PublicKey)
        2    0.000    0.000    0.000    0.000 utils.py:74(__init__)
        1    0.000    0.000    0.000    0.000 model.py:1356(ExecuteServiceResponse)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.OpenSSL_version_num}
        1    0.000    0.000    0.000    0.000 _cipheralgorithm.py:15(CipherAlgorithm)
        1    0.000    0.000    0.000    0.000 selector_events.py:920(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 state.py:83(SymmetricState)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        1    0.000    0.000    0.000    0.000 unix_events.py:602(_UnixWritePipeTransport)
       36    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 model.py:1296(HomeassistantActionResponse)
        1    0.000    0.000    0.000    0.000 descriptor.py:108(DescriptorBase)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 locks.py:446(Barrier)
        2    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        2    0.000    0.000    0.000    0.000 :1320(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 sysconfig.py:456(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 hashes.py:62(BLAKE2bHash)
        7    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 hashes.py:38(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 ec.py:40(EllipticCurve)
        1    0.000    0.000    0.000    0.000 _oid.py:186(ExtendedKeyUsageOID)
        1    0.000    0.000    0.000    0.000 model.py:174(AreaInfo)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 text_format.py:1318()
        1    0.000    0.000    0.000    0.000 argparse.py:1340(_ActionsContainer)
        3    0.000    0.000    0.000    0.000 argparse.py:1603(_get_handler)
        1    0.000    0.000    0.000    0.000 reflection.py:1()
        1    0.000    0.000    0.000    0.000 events.py:667(__init__)
        1    0.000    0.000    0.000    0.000 {method 'encrypt' of 'cryptography.hazmat.bindings._rust.openssl.aead.ChaCha20Poly1305' objects}
        2    0.000    0.000    0.000    0.000 copy.py:128(deepcopy)
        3    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 threading.py:829(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 :319(decode)
        1    0.000    0.000    0.000    0.000 model.py:1785(NoiseEncryptionSetKeyRequest)
        5    0.000    0.000    0.000    0.000 futures.py:299(_get_loop)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        6    0.000    0.000    0.000    0.000 base_events.py:1854(_timer_handle_cancelled)
       10    0.000    0.000    0.000    0.000 argparse.py:206(__init__)
        1    0.000    0.000    0.000    0.000 dh.py:4(DH)
        1    0.000    0.000    0.000    0.000 socket.py:675(SocketIO)
        2    0.000    0.000    0.000    0.000 _parser.py:903(_parse_flags)
        1    0.000    0.000    0.000    0.000 _adapters.py:48(SpecPath)
        1    0.000    0.000    0.000    0.000 algorithms.py:126(SM4)
        1    0.000    0.000    0.000    0.000 hash.py:4(Hash)
        1    0.000    0.000    0.000    0.000 model.py:610(CameraState)
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 cipher.py:6(Cipher)
        1    0.000    0.000    0.000    0.000 asyncio.py:99(AsyncZeroconfServiceTypes)
        1    0.000    0.000    0.000    0.000 argparse.py:2076(consume_positionals)
        4    0.000    0.000    0.000    0.000 threading.py:1453(current_thread)
        1    0.000    0.000    0.000    0.000 {method 'decrypt' of 'cryptography.hazmat.bindings._rust.openssl.aead.ChaCha20Poly1305' objects}
        1    0.000    0.000    0.000    0.000 text_format.py:842(_Parser)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 model.py:202(convert_list)
        3    0.000    0.000    0.000    0.000 threading.py:286(_is_owned)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 patterns.py:52(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:947(set_protocol)
        1    0.000    0.000    0.000    0.000 :2(__repr__)
        1    0.000    0.000    0.000    0.000 locks.py:24(Lock)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:837(is_reading)
        2    0.000    0.000    0.000    0.000 :778(exec_module)
       33    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 :254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 thread.py:216(shutdown)
        1    0.000    0.000    0.000    0.000 pathlib.py:128()
        1    0.000    0.000    0.000    0.000 base.py:46(AEADCipherContext)
        4    0.000    0.000    0.000    0.000 encoder.py:482(_StructPackEncoder)
        8    0.000    0.000    0.000    0.000 threading.py:274(__exit__)
       20    0.000    0.000    0.000    0.000 :409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 json_format.py:177(_Printer)
        1    0.000    0.000    0.000    0.000 argparse.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 selector_events.py:756(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        2    0.000    0.000    0.000    0.000 events.py:686(set_event_loop)
        1    0.000    0.000    0.000    0.000 model.py:59(APIModelBase)
        1    0.000    0.000    0.000    0.000 well_known_types.py:623(ListValue)
        1    0.000    0.000    0.000    0.000 unix_events.py:1115(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 modes.py:18(Mode)
        3    0.000    0.000    0.000    0.000 threading.py:280(_release_save)
        1    0.000    0.000    0.000    0.000 _base.py:428(result)
       10    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 sysconfig.py:311(get_default_scheme)
       12    0.000    0.000    0.000    0.000 utils.py:67(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        1    0.000    0.000    0.000    0.000 streams.py:416(StreamReader)
        1    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 model.py:1410(BluetoothLEAdvertisement)
        2    0.000    0.000    0.000    0.000 base_events.py:202(_check_ssl_socket)
        1    0.000    0.000    0.000    0.000 descriptor.py:1139(ServiceDescriptor)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 runners.py:21(Runner)
       11    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dsa.py:16(DSAParameters)
        1    0.000    0.000    0.000    0.000 descriptor.py:320(Descriptor)
        1    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        1    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 :895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 padding.py:32(PSS)
        1    0.000    0.000    0.000    0.000 _engine.py:46(AsyncEngine)
        1    0.000    0.000    0.000    0.000 model.py:196(SubDeviceInfo)
        1    0.000    0.000    0.000    0.000 model.py:1743(VoiceAssistantExternalWakeWord)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 unix_events.py:458(_UnixReadPipeTransport)
        3    0.000    0.000    0.000    0.000 coroutines.py:34(iscoroutine)
        1    0.000    0.000    0.000    0.000 model.py:1726(VoiceAssistantWakeWord)
        3    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 noise_protocol.py:52(handshake_done)
        1    0.000    0.000    0.000    0.000 unknown_fields.py:1()
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        1    0.000    0.000    0.000    0.000 :818(fsdecode)
        1    0.000    0.000    0.000    0.000 ssh.py:253(_FragList)
        2    0.000    0.000    0.000    0.000 threading.py:1324(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 asyncio.py:49(AsyncServiceBrowser)
        1    0.000    0.000    0.000    0.000 hashes.py:62(HashContext)
       30    0.000    0.000    0.000    0.000 client.py:375(do_stop)
        4    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 base_events.py:1939(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 patterns.py:29(get_initiator_pre_messages)
        1    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        2    0.000    0.000    0.000    0.000 :78(_check_methods)
        1    0.000    0.000    0.000    0.000 :2(__init__)
        1    0.000    0.000    0.000    0.000 algorithms.py:14(ARC4)
        1    0.000    0.000    0.000    0.000 descriptor.py:1339(FileDescriptor)
        1    0.000    0.000    0.000    0.000 argparse.py:985(_StoreTrueAction)
       21    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _oid.py:175(PublicKeyAlgorithmOID)
        1    0.000    0.000    0.000    0.000 unix_events.py:910(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 timeouts.py:33(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:539(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 ssl.py:456(_ASN1Object)
       31    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 keypairs.py:8(KeyPair25519)
        1    0.000    0.000    0.000    0.000 well_known_types.py:554(Struct)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        3    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _serialization.py:75(KeySerializationEncryptionBuilder)
        1    0.000    0.000    0.000    0.000 descriptor.py:891(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 :140(basename)
        1    0.000    0.000    0.000    0.000 _oid.py:201(OtherNameFormOID)
        1    0.000    0.000    0.000    0.000 runners.py:49(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 symbol_database.py:44(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 ssh.py:307(_SSHFormatRSA)
        1    0.000    0.000    0.000    0.000 base.py:63(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 diffie_hellmans.py:31(ED448)
        1    0.000    0.000    0.000    0.000 algorithms.py:104(ChaCha20)
        1    0.000    0.000    0.000    0.000 hashes.py:167(SHAKE128)
        1    0.000    0.000    0.000    0.000 containers.py:594(UnknownFieldRef)
        8    0.000    0.000    0.000    0.000 hashes.py:21(fn)
        4    0.000    0.000    0.000    0.000 util.py:41(host_is_name_part)
        1    0.000    0.000    0.000    0.000 calendar.py:74()
        1    0.000    0.000    0.000    0.000 events.py:102(TimerHandle)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 algorithms.py:74(SEED)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 containers.py:627(UnknownFieldSet)
        4    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:83(ChildPath)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 unix_events.py:1427(_UnixDefaultEventLoopPolicy)
       20    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 field_mask.py:13(FieldMask)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        2    0.000    0.000    0.000    0.000 typing.py:1851()
        1    0.000    0.000    0.000    0.000 threading.py:811(_newname)
        2    0.000    0.000    0.000    0.000 keypair.py:5(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        4    0.000    0.000    0.000    0.000 typing.py:1844()
        3    0.000    0.000    0.000    0.000 threading.py:283(_acquire_restore)
        2    0.000    0.000    0.000    0.000 contextlib.py:468(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:20(EnumTypeWrapper)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        8    0.000    0.000    0.000    0.000 typing.py:2076()
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        3    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 :790(items)
        1    0.000    0.000    0.000    0.000 _oid.py:220(CertificatePoliciesOID)
        1    0.000    0.000    0.000    0.000 binding.py:66(__init__)
        1    0.000    0.000    0.000    0.000 asyncio.py:138(AsyncZeroconf)
        1    0.000    0.000    0.000    0.000 extension_dict.py:40(_ExtensionDict)
        1    0.000    0.000    0.000    0.000 unix_events.py:1345(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:2531(_get_value)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        2    0.000    0.000    0.000    0.000 decoder.py:135(_SignedVarintDecoder)
        1    0.000    0.000    0.000    0.000 events.py:165(AbstractServer)
        1    0.000    0.000    0.000    0.000 typing.py:2443(get_origin)
        1    0.000    0.000    0.000    0.000 threading.py:1516(_register_atexit)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 argparse.py:1320(Namespace)
        1    0.000    0.000    0.000    0.000 :962(create_module)
        1    0.000    0.000    0.000    0.000 _base.py:463(exception)
        1    0.000    0.000    0.000    0.000 utils.py:73(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 :309(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1374()
        1    0.000    0.000    0.000    0.000 {built-in method openssl.is_fips_enabled}
        1    0.000    0.000    0.000    0.000 algorithms.py:61(CAST5)
        1    0.000    0.000    0.000    0.000 descriptor.py:1238(MethodDescriptor)
        1    0.000    0.000    0.000    0.000 keypairs.py:25(KeyPair448)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 model.py:1217(UpdateState)
        5    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 _base.py:383(cancelled)
        3    0.000    0.000    0.000    0.000 threading.py:1206(daemon)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 diffie_hellmans.py:9(ED25519)
        2    0.000    0.000    0.000    0.000 encoder.py:520(_FloatingPointEncoder)
        3    0.000    0.000    0.000    0.000 decoder.py:283(_ModifiedDecoder)
        3    0.000    0.000    0.000    0.000 datetime.py:2313(_create)
        1    0.000    0.000    0.000    0.000 descriptor.py:1075(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 locks.py:219(Condition)
        1    0.000    0.000    0.000    0.000 contextlib.py:472(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:114(OrphanPath)
        1    0.000    0.000    0.000    0.000 _asymmetric.py:13(AsymmetricPadding)
        1    0.000    0.000    0.000    0.000 zeroconf.py:14(ZeroconfManager)
        1    0.000    0.000    0.000    0.000 model.py:321(CoverInfo)
        1    0.000    0.000    0.000    0.000 descriptor.py:1011(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 host_resolver.py:54(AddrInfo)
        7    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 base_events.py:540(shutdown_asyncgens)
        1    0.000    0.000    0.000    0.000 hashes.py:20(SHA256Hash)
        1    0.000    0.000    0.000    0.000 algorithms.py:67(Camellia)
        1    0.000    0.000    0.000    0.000 ssh.py:92(_SSHCipher)
        1    0.000    0.000    0.000    0.000 noise_backend.py:7(NoiseBackend)
        1    0.000    0.000    0.000    0.000 hashes.py:48(BLAKE2sHash)
        1    0.000    0.000    0.000    0.000 random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 events.py:28(Handle)
        1    0.000    0.000    0.000    0.000 locks.py:331(Semaphore)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       13    0.000    0.000    0.000    0.000 enum.py:1252(name)
        1    0.000    0.000    0.000    0.000 ssh.py:522(_SSHFormatEd25519)
        1    0.000    0.000    0.000    0.000 well_known_types.py:46(Any)
        1    0.000    0.000    0.000    0.000 base_events.py:1957(set_debug)
        1    0.000    0.000    0.000    0.000 pathlib.py:129()
        1    0.000    0.000    0.000    0.000 ssh.py:381(_SSHFormatDSA)
        1    0.000    0.000    0.000    0.000 padding.py:64(OAEP)
        1    0.000    0.000    0.000    0.000 __init__.py:321(CDLL)
        1    0.000    0.000    0.000    0.000 datetime.py:1280(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 argparse.py:1865(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        6    0.000    0.000    0.000    0.000 enum.py:444()
        5    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        9    0.000    0.000    0.000    0.000 base_events.py:697(is_running)
        1    0.000    0.000    0.000    0.000 modes.py:216(GCM)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 algorithms.py:47(AES128)
        1    0.000    0.000    0.000    0.000 _cipheralgorithm.py:38(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 unix_events.py:831(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1041(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:793(Action)
        3    0.000    0.000    0.000    0.000 enum.py:1453()
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
